ITEM_ID,DIST_CODE,ITEM_NAME,RECEIPT_NAME,CATEGORY,UNIT,ITEM_TYPE,COMMENT,LATEST_PRICE,SUPPLIER_ID,U_ACTIVE_INA,U_BIZERBA,U_BRAND,U_CASE_SIZE,U_MINOR_REPO,U_COOKING_IN,U_COUNTRY,DATE_CREAT,DATE_MODIF,U_DESCRIPTIO,U_EXPIRY_DAT,U_INGREDIENT,U_KEYWORD,U_NOTES,U_ORDER,U_PLU,U_PRICE,U_SILVERWARE,U_SKU,U_STORAGE,U_STORAGE_TY,U_TYPE,U_UPC_CODE,U_USERNAME_C,U_USERNAME_M,U_PRICE_PER,U_TAX,U_SCALE
26081,31045,Cold Smoked Herring,SmokedHerring,Fish-Seafood,5lb,Market,FISH AND SEAFOOD - (TS) Cold Smoked Herring,11,28,Active,Yes,TRANSATLANTIQUE SELECTIONS,1,M - Fresh Fish,,Canada - NB,03/10/2010,28/08/2011,,,,,,1.00,20856,3.950000000000000,,,,,,20856,Chris Klugman,Chris Klugman,100.0,0,
26089,,Duck Rillettes,duckrillettess,Fish-Seafood,,Market,"DUCK PRODUCTS FROM QUEBEC: CANARD GRAS  - Duck Rillettes, Glass Jar",12,28,Active,Yes,ÉLEVAGES PERIGORG,12,M - Fresh Fish,,Canada - Quebec,14/12/2010,28/08/2011,,,,,,12.00,20864,12.000000000000000,,,,,,774458512018,Chris Klugman,Chris Klugman,0.0,0,
26090,32117,Foie Gras Pate,foie gras pate,Fish-Seafood,,Market,DUCK PRODUCTS FROM QUEBEC: CANARD GRAS  - Foie Gras Pâté garnished with Truffles,13,28,Active,Yes,ÉLEVAGES PERIGORG,1,M - Fresh Fish,,Canada - Quebec,28/10/2010,28/08/2011,,,,,,1.00,20865,59.600000000000000,,,,,,774458283758,Chris Klugman,Chris Klugman,0.0,0,
26500,13700,Manchego 6 Month,Manchego6Mth,Cheese,3kg,Market,"PT MANCHEGO 6 MONTHS",14,39,Active,Yes,,2,M - Cheese,,,01/08/2010,28/08/2011,"Manchego has a mild, slightly briny yet nutty flavour. The shape of this cheese is very characteristic and defined, due to the traditional use of esparto grass molds which imprints a zigzag pattern along the side of the cheese.",,Sheep's Milk,,Spain,2.00,21285,5.490000000000000,,,,,,21285,Jon,Chris Klugman,100.0,0,
27188,4066,Lighthall Tomme,LighthallTomme,Cheese,,Market,Fifth Town - Lighthall Tomme 2 kg - firm goat milk,15,14,Active,Yes,,2,M - Cheese,,Ontario,14/12/2010,28/08/2011,"A pleasant, light goat milk cheese, almost nutty, with a smooth, firm texture and a mild saltiness'. It has a natural rind and is cave aged, typically for 2 to 3 months or longer. Aside from being the Gold Medal Winner at the 2008 Royal Winter Fair, it r",,Goat's Milk,,"Picton, Ontario",2.00,25162,8.990000000000000,,,,,,25162,Chris Klugman,Chris Klugman,100.0,0,No
27228,,Pecorino Romano,PecorinoRomano,Cheese,,Market,Italy - Pecorino Romano DOP/ White Rind -,16,6,Active,Yes,,4,M - Cheese,,,01/08/2010,10/09/2011,,,Sheep's Milk,,Italy,4.00,25203,4.290000000000000,,,,,,25203,Jon,Chris Klugman,100.0,0,No
27386,,Mozzarella di Bufala,MozzardiBuffalo,Cheese,,Market,Italy - Mozzarella di Bufala DOP 125g -  DOP - Italian buffalo`s milk mozzarella,17,6,Active,No,,,M - Cheese,,,11/07/2010,10/09/2011,Milky and slighty sweet and rich with flavours of the meadows where the bufallo graze.,,Buffalo Milk,,Italy,0.00,27386,9.950000000000000,,,,,,8016784161648,Jon,Chris Klugman,0.0,0,No
27387,,Mascarpone,Mascarpone,Cheese,,Market,Italy - Fresh Mascarpone 250g -,18,6,Active,Yes,,,M - Cheese,,,01/08/2010,10/09/2011,"An Italian triple-cream cheese made from crème fraîche, mascarpone is delicate in flavor and extra creamy in texture.",,Cow's Milk,,Italy,0.00,27387,8.950000000000000,,,,,,27387,Jon,Chris Klugman,250.0,0,No
27388,,Parmigiano Reggiano Extra Scelto,ParmiReggia,Cheese,,Market,Italy - Parmigiano Reggiano Extra Scelto -,19,6,Active,Yes,,,M - Cheese,,,14/12/2010,28/08/2011,"Parmigiano Reggiano has a splintery, straw coloured interior and a piquant, slightly salty taste. It is consider to be Il formaggio migliore nel mondo - the world's greatest cheese.",,Cow's Milk,,Italy,0.00,27388,5.990000000000000,,,,,,27388,Chris Klugman,Chris Klugman,100.0,0,No
27389,,Taleggio,Taleggio,Cheese,,Market,Italy - Taleggio DOP -,20,6,Active,Yes,,,M - Cheese,,,14/12/2010,28/08/2011,"a semi-soft, washed-rind cheese from the Valtaleggio region in northern Italy, near Lombardy. It is characteristically aromatic yet mild in flavor and features tangy, meaty notes with a fruity finish. The texture of the cheese is moist-to-oozy with a ver",,Cow's milk,,Italy,0.00,27389,6.250000000000000,,,,,,27389,Chris Klugman,Chris Klugman,100.0,0,No
27390,,Kootenay Alpine Cheese - Alpindon,KootAlpCheese,Cheese,,Market,Kootenay Alpine Cheese - Alpindon -,21,11,Active,Yes,,,M - Cheese,,,14/12/2010,28/08/2011,"A smooth nut flavour, a complex finish, a rich golden interior and a dark textured rind are the features of this cheese. Additional aging concentrates its flavours, deepens its complexity, and increases the sweet crystals that develop throughout the body",,Organic Cow`s Milk,,British Columbia,0.00,27390,7.800000000000000,,,,,,27390,Chris Klugman,Chris Klugman,100.0,0,No
27391,,Figaro,GlengarrFigar,Cheese,,Market,Glengarry Cheesemaking - Figaro 200g - Bloomy rind soft cheese,22,11,Active,Yes,,,M - Cheese,,,01/08/2010,28/08/2011,"At two to three weeks old, the cheese will be mild and milky with a fresh, mushroomy taste and as it ages it will start to ripen and become fondue-like under the crust. It will get more of a bouquet on it and the rind will go from white to a golden col",,Cow's Milk,,Ontario,0.00,27391,13.790000000000000,,,,,,27391,Jon,Chris Klugman,0.0,0,No
27392,,Ivanhoe Horseradish Cheddar,HorserCheddar,Cheese,,Market,Bothwell Cheese (Manitoba) - Horseradish Cheddar -,23,11,Active,Yes,,,M - Cheese,,,20/09/2010,28/08/2011,"The biting pungency of horseradish is balanced with the smooth taste of white cheddar to create the complex, pungent taste of our Horseradish Cheddar",,Cow's Milk,,Manitoba,0.00,27392,3.800000000000000,,,,,,27392,Chris Klugman,Chris Klugman,100.0,0,No
27393,,Thunder Oak - Gouda Medium,MedGouda,Cheese,,Market,Thunder Oak - Medium Gouda -,24,11,Active,Yes,,,M - Cheese,,,08/10/2010,28/08/2011,"After emigrating from Holland, the Schepp family brought their prize winning cheese making skills with them to Thunder Bay, where their thriving enterprise now produces Canada's only farmstead gouda. At every stage from several months to several years of",,Cow's Milk,,Ontario,0.00,27393,4.850000000000000,,,,,,27393,Chris Klugman,Chris Klugman,100.0,0,No
27394,,Lemon Fetish,LemonFetish,Cheese,,Market,Fifth Town - Lemon Fetish 50g - soft ripened,25,11,Active,No,,,M - Cheese,,,23/05/2011,28/08/2011,slightly crumbly with feta-like flavors and the rind is a great combination of lemon zest and Red Fife wheat,,Sheep's Milk,,Ontario,0.00,27394,14.990000000000000,,,,,,27394,Chris Klugman,Chris Klugman,0.0,0,No
27395,,Chocolate Cheese Fudge,ChocCheeseFudg,Cheese,,Market,Pine River - Chocolate Cheese Fudge2/2.27kg -,26,11,Active,Yes,,,M - Cheese,,,27/05/2011,28/08/2011,chopped havarti blended with cocoa,,Cow's Milk,,"Kincardine, Ontario",0.00,27395,3.500000000000000,,,,,,27395,Chris Klugman,Chris Klugman,100.0,0,No
27396,,Raspberry Cheese Fudge,RaspCheeseFudg,Cheese,,Market,Pine River - Raspberry Cheese Fudge2/2.27kg -,27,11,Active,Yes,,,M - Cheese,,,24/02/2011,28/08/2011,chopped havarti blended with raspberry,,Cow's Milk,,"Kincardine, Ontario",0.00,27396,3.500000000000000,,,,,,27396,Chris Klugman,Chris Klugman,100.0,0,No
27397,,Smoked Old Cheddar,SmokedOldChedd,Cheese,,Market,Pine River - Smoked Old Cheddar 2/2.27kg -,28,11,Active,Yes,,,M - Cheese,,,27/05/2011,28/08/2011,,,Cow's Milk,,"Kincardine, Ontario",0.00,27397,3.500000000000000,,,,,,27397,Chris Klugman,Chris Klugman,100.0,0,No
27398,,Jensen - Medium Cheddar,MediumCheddar,Cheese,,Market,Jenson Cheddar 4.5kg - medium -,29,18,Active,Yes,,,M - Cheese,,,27/05/2011,28/08/2011,,,Cow`s Milk,,Ontario,0.00,27398,3.350000000000000,,,,,,27398,Chris Klugman,Chris Klugman,100.0,0,No
27399,,Jensen - Old Cheddar,OldCheddar,Cheese,,Market,Jenson Cheddar 4.5kg - old -,30,18,Active,Yes,,,M - Cheese,,,27/05/2011,28/08/2011,,,Cow`s Milk,,Ontario,0.00,27399,3.500000000000000,,,,,,27399,Chris Klugman,Chris Klugman,100.0,0,No
27400,UC 100,Upper Canada - Comfort Cream,ComfortCream,Cheese,,Market,Upper Canada - COMFORT CREAM ( 300 gr ) - Guernsey milk camembert,31,18,Active,Yes,,,M - Cheese,,,27/05/2011,28/08/2011,"Camembert-style soft, white bloomy rind cheese with a silky, creamy, golden interior. Rich flavours of fresh truffles prevail with an intense, buttery palate and a long, tangy finish",,Guernsey Milk,,"Lincoln, Ontario",0.00,27400,8.000000000000000,,,,,,27400,Chris Klugman,Chris Klugman,100.0,0,No
27401,UC 200,Niagara Gold,NiagaraGold,Cheese,,Market,Upper Canada - NIAGARA GOLD ( 2.5 kg ) - Guernsey milk washed rind,32,32,Active,Yes,,,M - Cheese,,,12/05/2011,28/08/2011,"Nutty, earthy overtones and mellow, buttery flavours. This luscious cheese is delicately mild and sweet when young and gains pungency and piquant qualities with age",,Guernsey Milk,,"Lincoln, Ontario",0.00,27401,7.490000000000000,,,,,,27401,Chris Klugman,Chris Klugman,100.0,0,No
27402,Q 525,Fromagerie Blackburn Mont-Jacob,MontJacob,Cheese,,Market,Fromagerie Blackburn - Mont-Jacob - 2.5kg,33,18,Active,Yes,,,M - Cheese,,,12/05/2011,28/08/2011,"Nutty, salty essence reveals itself in a rich meaty flavour explosion that is tempered by a fruity sweetness",,Cow`s Milk,,Quebec,0.00,27402,6.000000000000000,,,,,,27402,Chris Klugman,Chris Klugman,100.0,0,No
27403,,Fromagerie Blackburn 1608,VacheCanadien,Cheese,,Market,Fromagerie Blackburn - 1608 - Vache Canadienne breed raw milk,34,18,Active,Yes,,,M - Cheese,,,07/08/2010,28/08/2011,"a brilliant combination of nuttiness, fruitiness and a delicate tang found only in the most carefully crafted washed rind cheeses",,Cow's Milk,,Quebec,0.00,27403,5.990000000000000,,,,,,27403,Jon,Chris Klugman,100.0,0,No
27404,Q 265,Chevre Buche,ChevreBuche,Cheese,,Market,La Maison d'affinage Maurice Dufour - CHEVRE BUCHE (IN STRAW) 1 KG -,35,18,Active,Yes,,,M - Cheese,,,30/09/2010,28/08/2011,"A hard, edible crust complete with a bloomy white mold coating covers a sharp and tangy cheese. Near the rind the flavour is milder but gets progressively richer and creamier toward the center.",,Goat`s Milk,,Quebec,0.00,27404,4.990000000000000,,,,,,27404,Chris Klugman,Chris Klugman,100.0,0,No
27405,,Fritz Kaiser - Douanier,Douanier,Cheese,,Market,Fritz Kaiser (Quebec) - Douanier 4.0 kg -,36,18,Active,Yes,,,M - Cheese,,,30/09/2010,29/08/2011,"Made with a line of ash running through the cheese in homage to Morbier, the Douanier is surface ripened with a washed rind, creating crystalline flavours of roots, mushrooms and herbs. It is a semi-soft cheese, ripened for more than 9 weeks.",,Cow's Milk,,Quebec,0.00,27405,4.450000000000000,,,,,,27405,Chris Klugman,Chris Klugman,100.0,0,No
27406,BED 244,Fontina,Fontina,Cheese,,Market,Denmark - FONTINA 4 kg -,37,18,Active,Yes,,,M - Cheese,,,30/09/2010,29/08/2011,a red waxed cheese with a pale yellow interior and a semi-soft texture. The flavor of the cheese is mild and slightly sweet.,,Cow's Milk,,Denmark,0.00,27406,3.790000000000000,,,,,,27406,Chris Klugman,Chris Klugman,100.0,0,No
27407,,Tazmania - Roaring '40s blue,Roaring40sBlue,Cheese,,Market,Tazmania - Roaring '40s blue 1.4kg -,38,25,Active,Yes,,,M - Cheese,,,16/03/2011,28/08/2011,"unique blue cheese. Noticeably sweet, mild, creamy, complex flavors not found in other blues, a bit less salty, and with a definite brown tint. While it certainly had a blue cheese character, I immediately noticed the sweetness and nutty flavor. Perhap",,Cow's Milk,,Australia,0.00,27407,9.000000000000000,,,,,,27407,Chris Klugman,Chris Klugman,100.0,0,No
27408,FRB 400,Ossau Iraty Onetik,OssauIratyGrand,Cheese,,Market,France - OSSAU IRATY ONETIK GRAND CRU AOC 4.0 kg   (Sheep) -,39,18,Active,Yes,,,M - Cheese,,,16/03/2011,28/08/2011,Ossau-Iraty is rather medium-soft light in color and very complex yet delicately smooth flavors. This cheese tastes slightly akin to cow's cheeses of similar texture such as alps cheese. Ossau-Iraty is complex and includes an edible slightly white-moldy,,Unpasteurised Sheep's Milk,,France,0.00,27408,7.250000000000000,,,,,,27408,Chris Klugman,Chris Klugman,100.0,0,No
27409,GEX910,Brie de Meaux,BriedeMieux,Cheese,,Market,"France - BRIE DE MEAUX, 2.8 kg -",40,18,Active,Yes,,,M - Cheese,,,21/03/2011,28/08/2011,Brie de Meaux has the sweetness one would expect from a world's top cheese. Brie de Meaux delivers a very soft combination of hazelnut and fruit aromas.,,Cow's Milk,,France,0.00,27409,7.450000000000000,,,,,,27409,Chris Klugman,Chris Klugman,100.0,0,No
27410,,L'Allegretto,Allegretto,Cheese,,Market,La Vache à Maillotte - L'Allegretto - firm sheep's milk,41,25,Active,Yes,,,M - Cheese,,,13/03/2011,28/08/2011,"This firm-textured, tangy and slightly fruity cheese is made from the milk of a single flock",,Sheep's Milk,,Quebec,0.00,27410,8.790000000000000,,,,,,27410,Chris Klugman,Chris Klugman,100.0,0,No
27411,,Tomme Haut Richelieu Goat,TommeHautRich,Cheese,,Market,Fritz Kaiser (Quebec) - Tomme Haut Richelieu Chevre 2.2kg -,42,25,Active,Yes,,,M - Cheese,,,16/03/2011,28/08/2011,"A washed rind cheese, with a supple body and a hay-like aroma. It has a nutty yet milky flavour.",,Goat's Milk,,Quebec,0.00,27411,6.290000000000000,,,,,,27411,Chris Klugman,Chris Klugman,100.0,0,No
27412,,Le Silo Extra Old 10 year Cheddar,10yearCheddar,Cheese,,Market,Le Silo Extra Old 10 year Cheddar,43,25,Active,Yes,,,M - Cheese,,,27/08/2010,28/08/2011,Boldly flavourful with a heavy body and crumbly texture.,,Cow's Milk,,Quebec,0.00,27412,11.950000000000000,,,,,,27412,FileMaker Pro 11 Trial,Chris Klugman,100.0,0,No
27413,,Morbier Arnaud Reserve L.C.,MorbierCheese,Cheese,,Market,"MORBIER ARNAUD RESERVE, 6 kg  L.C.",44,25,Active,Yes,,,M - Cheese,,,01/08/2010,10/09/2011,"An aromatic and surprisingly mild cow's milk  cheese defined by the dark vein of vegetable ash streaking through it middle. Today, the ash is purely decorative, a nod to the method by which Morbier was once produced in Franche-Comté. Morbier, which is ag",,Cow`s Milk,,Quebec,0.00,27413,6.250000000000000,,,,,,27413,Jon,Chris Klugman,100.0,0,No
27414,ENB 380,Stilton,StiltonCheese,Cheese,,Market,UK - Stilton 3.7kg -,45,18,Active,Yes,,,M - Cheese,,,01/08/2010,10/09/2011,"The flavour starts out with hints of butterscotch that permate the palate , followed by alternating waves of whiskey and pecan. It is extremely old cheese that is extremely good.",,Cow's Milk,,England,0.00,27414,5.750000000000000,,,,,,27414,Jon,Chris Klugman,100.0,0,No
27415,,Asiago,AsiagoCheese,Cheese,,Market,Italy - Asiago 15kg -,46,34,Active,Yes,,,M - Cheese,,,05/11/2010,28/08/2011,"a savoury flavour that's more piquant than sweet. Its rich aromas are reminiscent of butter, yeast, dried fruits, or some say, boiled chestnuts.",,Cow`s Milk,,Italy,0.00,27415,6.250000000000000,,,,,,27415,Chris Klugman,Chris Klugman,100.0,0,No
27416,,Gorgonzola,GorgonzolaChees,Cheese,,Market,Italy - Gorgonzola DOP -,47,34,Active,Yes,,,M - Cheese,,,01/08/2010,10/09/2011,"Expect its sweetness to be accompanied by mild blue tanginess and a rich, milky texture. With its delicate texture and flavour this is a perfect cheese for blue afficianadoes or beginners.",,Cow's Milk,,Italy,0.00,27416,6.250000000000000,,,,,,27416,Jon,Chris Klugman,100.0,0,No
27417,,Feta,FetaSheepsMilk,Cheese,,Market,Greece - Feta sheeps milk 2kg -,48,34,Active,Yes,,,M - Cheese,,,01/08/2010,10/09/2011,"tangy, crumbly cheese made from sheep's and goat's milk. Krinos Feta is aged over 90 days",,Sheep's Milk,,Greece,0.00,27417,4.750000000000000,,,,,,27417,Jon,Chris Klugman,100.0,0,No
27418,,Avonlea clothbound cheddar,AvonleaClothChed,Cheese,,Market,PEI - Cows - Avonlea clothbound cheddar - unpasteurised cow's milk cheddar,49,35,Active,Yes,,,M - Cheese,,,27/08/2010,28/08/2011,"Has a terroir of fresh unwashed potatoes near the cloth and mashed potatoes in the paste. The natural rind is a mottled greyish brown and surrounds a dense, creamy interior that has an inviting crumbly texture when sliced.",,Unpasteurised Cow's Milk,,Prince Edward Island,0.00,27418,6.550000000000000,,,,,,27418,FileMaker Pro 11 Trial,Chris Klugman,100.0,0,No
27419,,Chili Cheese,ChiliCheese,Cheese,,Market,BC - Saltspring - Chili 140g -,50,35,Active,No,,,M - Cheese,,,05/11/2010,28/08/2011,"made from a mix of vietnamese chili, and other ingredients added by the cheese makers. It is very hot.",,Goat's Milk,,British Columbia,0.00,27419,14.980000000000000,,,,,,6884250019678,Chris Klugman,Chris Klugman,140.0,0,No
27421,printmeplz,Romelia Cheese,RomeliaCheese,Cheese,,Market,"BC - Saltspring - Romelia 180g - soft, washed rind goat's milk",51,35,Active,Yes,,,M - Cheese,,,17/09/2010,10/09/2011,"a mixed-rind cheese, a dense and somewhat pliant quality that coats your mouth with an intense, savoury flavour and smooth finish.",,Goat's Milk,,British Columbia,0.00,27421,19.989999999999900,,,,,,27421,Chris Klugman,Chris Klugman,0.0,0,No
27422,,St Albert Curd,StAlberCurd,Cheese,200g,Market,Ontario - St Albert Curd 200g - fresh curd,52,35,Active,No,,,M - Cheese,,,13/05/2010,10/09/2011,"have a firm texture that literally melts in your mouth. Their mildly salted taste is particularly enjoyable when served fresh, at room temperature and do not require refrigeration for up to 24 hours.",,Cow's Milk,,Ontario,0.00,27422,6.990000000000000,,,,,,621861450027,FileMaker Pro 11 Trial,Chris Klugman,200.0,0,No
27423,,Celtic Blue,CelticBlue,Cheese,,Market,Glengarry Cheesemaking - Celtic Blue - Pasteurised Cow's milk blue,53,35,Active,Yes,,,M - Cheese,,,03/09/2010,28/08/2011,"a taste that is mild and buttery, and with delicate blue veining,",,Cow's Milk,,Ontario,0.00,27423,9.100000000000000,,,,,,27423,Chris Klugman,Chris Klugman,100.0,0,No
27424,,Ewenity Feta,EwenityFeta,Cheese,,Market,Ewenity - feta - pasteurized sheep feta,54,35,Active,No,,,M - Cheese,,,01/08/2010,10/09/2011,"creamy white, slightly mottled and has a moist, dense texture with small holes throughout. Sheep milk produces a more crumbly feta that's creaminess comes through in its smooth flavour. It is tangy but well rounded, with a nice linger. The Ewenity feta i",,Sheep's Milk,,Conn Ontario,0.00,27424,12.500000000000000,,,,,,243302500018,Jon,Chris Klugman,0.0,0,No
27425,,Raw Sheep Feta,RawFeta,Cheese,,Market,raw feta - raw sheep feta,55,35,Active,No,,,M - Cheese,,,01/08/2010,10/09/2011,more complex with a fuller bouquet.,,Sheep's Milk,,Conn Ontario,0.00,27425,14.500000000000000,,,,,,27425,Jon,Chris Klugman,0.0,0,No
27426,,Back Forty Artisan Cheese - Bonnechere,Bonnechere,Cheese,,Market,Back Forty Artisan Cheese - Bonnechere -,56,35,Active,Yes,,,M - Cheese,,,05/11/2010,28/08/2011,tangy with a hint of salt and a nice balance of sweetness,,Sheep`s Milk,,Ontario,0.00,27426,9.000000000000000,,,,,,27426,Chris Klugman,Chris Klugman,100.0,0,No
27427,,Monforte Dairy's Toscano,ToscanoCheese,Cheese,,Market,Monforte - Sheep's Milk Product - Toscano 2kg - Sheep's milk pecorino,57,35,Active,Yes,,,M - Cheese,,,01/08/2010,10/09/2011,"The flavours of this cheese are soft and have an earthy depth, a sour cream richness and a subtle, sweet complexity with a bit of meatiness at the rind.",,Sheep's Milk,,Ontario,0.00,27427,6.990000000000000,,,,,,27427,Jon,Chris Klugman,100.0,0,No
27428,Q 440,Bleu Ermite,BleuErmite,Cheese,,Market,Abbaye de Saint-Benoît-du-Lac - Bleu Ermite 2.2kg -,58,25,Active,Yes,,,M - Cheese,,,01/08/2010,28/08/2011,"Handmade by monks in Quebec, Bleu Ermite is aged for five weeks. A semi-soft cheese with a natural rind, it is well balanced in flavor, and has a nice salty linger, with a mushroomy essence.",,Cow's Milk,,Quebec,0.00,27428,4.290000000000000,,,,,,27428,Jon,Chris Klugman,100.0,0,No
27429,,Ciel de Charlevoix,CieldeCarlevoix,Cheese,,Market,La Maison d'affinage Maurice Dufour - Ciel de Charlevoix 3 kg - raw milk blue cheese,59,35,Active,Yes,,,M - Cheese,,,18/10/2010,29/08/2011,"The aroma is mild, slightly fungal, while the flavour is subtle, but still distinctively 'blue'. The interior is cream coloured with both green and blue veining",,Cow's Milk,,Quebec,0.00,27429,9.990000000000000,,,,,,27429,Chris Klugman,Chris Klugman,100.0,0,No
27430,,Beurre Ancentral Butter,BeurreAncestral,Cheese,,Market,Beurre Ancestral Butter,60,35,Active,No,,,M - Cheese,,,11/08/2010,28/08/2011,,,Cow's Milk,,Quebec,0.00,27430,11.990000000000000,,,,,,27430,Jon,Chris Klugman,0.0,0,No
27431,,Blue Juliette,BlueJuliette,Cheese,,Market,BC - Salt Spring - Blue Juliette,61,35,Active,Yes,,,M - Cheese,,,06/03/2011,28/08/2011,"essentially the same way as its whiter sister, but the blue one is made half with blue and half with white mould. It takes on a very mild blue taste and also grows softer and stronger as it ages",,Goat's Milk,,British Columbia,0.00,27431,17.000000000000000,,,,,,27431,Chris Klugman,Chris Klugman,0.0,0,No
27432,8026,La Sauvagine,SaputoLaSauv,Cheese,,Market,Saputo La Sauvagine,62,14,Active,Yes,,,M - Cheese,,,07/01/2011,28/08/2011,"The soft, smooth-to-flowing paste is aromatic, salty, savoury, mushroomy and spicy, but never challenging or unpredictable",,Cow's milk,,Quebec,0.00,27432,7.190000000000000,,,,,,27432,Chris Klugman,Chris Klugman,100.0,0,No
27433,Q 335,Chevre Noir Aged,ChevreNoirAged,Cheese,,Market,CHEVRE NOIR AGED 1 kg,63,18,Active,Yes,,,M - Cheese,,,15/12/2010,28/08/2011,"A goat's milk cheddar, Chevre Noir's name derives from the black wax that protects the crystalline whiteness of the cheese. Sharp and delicately herbal",,Goat's Milk,,Quebec,0.00,27433,6.990000000000000,,,,,,27433,Chris Klugman,Chris Klugman,100.0,0,No
